KSU_SIS_COMP_SCI_ANALYSIS_03, 10415,,,,,,,,,,,,,,,,,
KSU_MASTR_TYPE,Term,EMPLID,WID,Sex,KSU Hispanic YN,Ethnic Grp,KSU AmIndian YN,KSU Asian YN,KSU Afr Amer YN,KSU Hawaiian YN,KSU White YN,KSU HS Name,KSU HS City,Citizen Country,KSU First Gen,Academic Plan,Sub-Plan,KSU Undergrad C
DAILY,2132,000693856,835074385,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,SR
DAILY,2132,000694147,884257967,M,N,WHITE,N,N,N,N,Y,Conway Springs High School,Conway Springs,USA,,BCS,BCSCS,FR
DAILY,2132,000694097,892194521,M,N,MULTIRAC,N,Y,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSSE,SO
DAILY,2132,000695283,808769261,M,N,NOTSPEC,N,N,N,N,N,Shawnee Heights Sr High School,Tecumseh,USA,,BCS,BCSCS,FR
DAILY,2132,000695964,869040251,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,SAU,,BCS,BCSCS,SO
DAILY,2132,000696253,856260132,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSCS,FR
DAILY,2132,000696847,818315329,M,N,WHITE,N,N,N,N,Y,Bonner Springs High School,Bonner Springs,USA,Y,BCS,BCSCS,SO
DAILY,2132,000696691,884615521,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,Y,BCS,BCSCS,FR
DAILY,2132,000698111,841162590,M,N,WHITE,N,N,N,N,Y,Hutchinson Central Tech Hs,Buffalo,USA,Y,BCS,BCSCS,JU
DAILY,2132,000699242,866459136,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,Y,BCS,BCSCS,FR
DAILY,2132,000698929,833585837,M,N,WHITE,N,N,N,N,Y,Rose Hill High School,Rose Hill,USA,,BCS,BCSSE,FR
DAILY,2132,000699516,815692213,F,N,MULTIRAC,N,N,Y,N,Y,Jennings Senior High School,Jennings,USA,Y,BCS,BCSCS,FR
DAILY,2132,000701270,834168685,M,N,NOTSPEC,N,N,N,N,N,Halstead High School,Halstead,USA,Y,BCS,BCSCS,FR
DAILY,2132,000702458,845129588,M,N,WHITE,N,N,N,N,Y,Pembroke Hill School,Kansas City,USA,,BCS,BCSCS,FR
DAILY,2132,000703382,810284732,M,N,WHITE,N,N,N,N,Y,St Marys-Colgan Hs,Pittsburg,USA,Y,BCS,BCSCS,FR
DAILY,2132,000703807,801153150,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,FR
DAILY,2132,000701790,882444549,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,BCS,BCSCS,FR
DAILY,2132,000702655,888782294,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2132,000702770,874174548,M,N,ASIAN,N,Y,N,N,N,GED-HS Equivalent,,VNM,,BCS,BCSCS,FR
DAILY,2132,000703507,845362688,M,N,WHITE,N,N,N,N,Y,Osawatomie High School,Osawatomie,USA,,BCS,BCSCS,SO
DAILY,2132,000703873,837728215,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,Y,BCS,BCSCS,JU
DAILY,2132,000704358,896904497,M,N,MULTIRAC,N,N,Y,N,Y,Pike Valley High School,Scandia,USA,,BCS,BCSCS,FR
DAILY,2132,000704068,813900964,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2132,000704239,899298489,M,N,BLACK,N,N,Y,N,N,Center Senior High School,Kansas City,USA,Y,BCS,BCSSE,FR
DAILY,2132,000706927,845208492,M,N,WHITE,N,N,N,N,Y,Salina High School Central,Salina,USA,Y,BCS,BCSCS,SO
DAILY,2132,000707139,897679150,M,N,WHITE,N,N,N,N,Y,Circle High School,Towanda,USA,Y,BCS,BCSCS,FR
DAILY,2132,000707196,825273369,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,JU
DAILY,2132,000707648,873716304,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2132,000706339,891584854,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2132,000706655,872397105,M,N,BLACK,N,N,Y,N,N,Leavenworth Senior High School,Leavenworth,USA,,BCS,BCSCS,FR
DAILY,2132,000706918,822749908,M,N,WHITE,N,N,N,N,Y,United Township High School,East Moline,USA,,BCS,BCSCS,SR
DAILY,2132,000707336,885869924,F,N,WHITE,N,N,N,N,Y,Paola High School,Paola,USA,,BCS,BCSCS,SO
DAILY,2132,000707443,830035918,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,CZE,Y,NCS,,SP
DAILY,2132,000707459,866573687,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,CZE,,NCS,,NU
DAILY,2132,000708275,880590718,M,N,WHITE,N,N,N,N,Y,Jack Britt High School,Fayetteville,USA,,BCS,BCSCS,FR
DAILY,2132,000707854,857061590,M,N,BLACK,N,N,Y,N,N,United Township High School,East Moline,USA,,BCS,BCSSE,FR
DAILY,2132,000709311,890004468,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,Y,BCS,BCSCS,FR
DAILY,2132,000711024,836144653,M,N,WHITE,N,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,BCSCS,SO
DAILY,2132,000712861,862199441,M,Y,HISPANIC,Y,N,Y,N,N,E E Smith High School,Fayetteville,USA,,BCS,BCSCS,SO
DAILY,2132,000717105,835484900,M,N,WHITE,N,N,N,N,Y,Riley County High School,Riley,USA,,BCS,BCSCS,FR
DAILY,2132,000719414,811532530,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2132,000719461,858228779,F,N,WHITE,N,N,N,N,Y,Lake Braddock Secondary School,Burke,USA,,BCS,BCSCS,JU
DAILY,2132,000721157,895636296,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SO
DAILY,2132,000724448,899183860,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,,BCS,BCSSE,SR
DAILY,2132,000728529,878910645,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSSE,FR
DAILY,2132,000729329,880341012,M,N,WHITE,N,N,N,N,Y,Kiowa County High School,Greensburg,USA,Y,BCS,BCSCS,JU
DAILY,2134,000186287,875996426,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,SR
DAILY,2134,000233942,848133787,M,N,WHITE,N,N,N,N,Y,Riley County High School,Riley,USA,,BCS,BCSSE,SR
DAILY,2134,000304717,829924708,M,N,WHITE,N,N,N,N,Y,Wichita Hs West,Wichita,USA,,BCS,BCSCS,SR
DAILY,2134,000395757,844642141,M,N,ASIAN,N,Y,N,N,N,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,SR
DAILY,2134,000577986,864327879,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,KOR,,BCS,BCSCS,SR
DAILY,2134,000586001,842709474,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,,BCS,BCSCS,SR
DAILY,2134,000593347,822307684,M,N,WHITE,N,N,N,N,Y,Hanover School,Hanover,USA,Y,BCS,BCSSE,SR
DAILY,2134,000598419,881197759,M,N,WHITE,N,N,N,N,Y,Flint Hills Christian School,Manhattan,USA,,NCS,,SR
DAILY,2134,000599984,893493739,M,N,WHITE,N,N,N,N,Y,Columbia High School,Columbia,USA,,BCS,BCSCS,SR
DAILY,2134,000608405,845176422,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2134,000615446,855637297,M,N,WHITE,N,N,N,N,Y,Douglass High School,Douglass,USA,Y,BCS,BCSSE,SR
DAILY,2134,000620301,883101002,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2134,000627853,891451972,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,BCS,BCSSE,JU
DAILY,2134,000627425,863762602,F,N,WHITE,N,N,N,N,Y,Clearwater High School,Clearwater,USA,Y,BCS,BCSCS,SR
DAILY,2134,000630193,880821765,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,BCSCS,JU
DAILY,2134,000633305,862389617,M,N,MULTIRAC,Y,N,N,N,Y,Blue Valley High School,Stilwell,USA,Y,BCS,BCSCS,SR
DAILY,2134,000630189,866655927,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,Y,BCS,BCSCS,JU
DAILY,2134,000640861,826074272,M,N,WHITE,N,N,N,N,Y,Cimarron High School,Cimarron,USA,,BCS,BCSSE,SR
DAILY,2134,000641738,813574699,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSSE,JU
DAILY,2134,000644482,802076997,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSCS,JU
DAILY,2134,000648524,869106065,M,N,WHITE,N,N,N,N,Y,Oxford High School,Oxford,USA,Y,BCS,BCSCS,SR
DAILY,2134,000658359,879566716,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,Y,BCS,BCSCS,SR
DAILY,2134,000661374,857038707,M,N,WHITE,N,N,N,N,Y,Lincoln High School,Portland,USA,,BCS,BCSCS,SR
DAILY,2134,000668417,825480695,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,Y,BCS,BCSSE,JU
DAILY,2134,000675611,818957995,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,Y,BCS,BCSCS,SO
DAILY,2134,000676493,882268509,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,SO
DAILY,2134,000679049,823258506,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,SO
DAILY,2134,000680434,888625583,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2134,000690367,874007740,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SO
DAILY,2134,000694097,892194521,M,N,MULTIRAC,N,Y,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSSE,SO
DAILY,2134,000694147,884257967,M,N,WHITE,N,N,N,N,Y,Conway Springs High School,Conway Springs,USA,,BCS,BCSCS,SO
DAILY,2134,000692768,864739999,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,JU
DAILY,2134,000699242,866459136,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,Y,BCS,BCSCS,FR
DAILY,2134,000695964,869040251,M,N,NOTSPEC,N,N,N,N,N,Out-of-Country High School,,SAU,,BCS,BCSCS,SO
DAILY,2134,000703382,810284732,M,N,WHITE,N,N,N,N,Y,St Marys-Colgan Hs,Pittsburg,USA,Y,BCS,BCSCS,FR
DAILY,2134,000703807,801153150,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,FR
DAILY,2134,000704239,899298489,M,N,BLACK,N,N,Y,N,N,Center Senior High School,Kansas City,USA,Y,BCS,BCSSE,FR
DAILY,2134,000706918,822749908,M,N,WHITE,N,N,N,N,Y,United Township High School,East Moline,USA,,BCS,BCSCS,SR
DAILY,2134,000707196,825273369,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2134,000707648,873716304,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,FR
DAILY,2134,000719680,869487150,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,SAU,,BCS,,FR
DAILY,2134,000721157,895636296,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,JU
DAILY,2134,000724448,899183860,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,,BCS,BCSSE,SR
DAILY,2134,000732040,851917501,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,IRQ,,BCS,BCSSE,FR
DAILY,2134,000737971,801051429,M,N,WHITE,N,N,N,N,Y,Pittsburg High School,Pittsburg,USA,,BCS,BCSCS,SR
DAILY,2135,000215617,857141625,F,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSCS,SR
DAILY,2135,000234388,847162174,M,N,WHITE,N,N,N,N,Y,Basehor-Linwood High School,Basehor,USA,Y,BCS,BCSCS,SR
DAILY,2135,000235515,831460869,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,Y,BCS,BCSCS,SR
DAILY,2135,000259831,887042064,M,N,WHITE,N,N,N,N,Y,Saint Marys High School,Saint Marys,USA,Y,BCS,BCSSE,SR
DAILY,2135,000260238,845247871,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,BCSCS,SR
DAILY,2135,000286767,828783932,M,Y,HISPANIC,N,N,N,N,N,Topeka West High School,Topeka,USA,,BCS,BCSSE,FR
DAILY,2135,000329984,861645969,M,N,WHITE,N,N,N,N,Y,Abilene High School,Abilene,USA,Y,BCS,BCSSE,SR
DAILY,2135,000360638,851710281,M,N,NOTSPEC,N,N,N,N,N,Rock Creek Jr-Sr High School,Saint George,USA,Y,BCS,BCSCS,SR
DAILY,2135,000368460,877287390,M,N,WHITE,N,N,N,N,Y,South Barber High School,Kiowa,USA,,BCS,BCSCS,SR
DAILY,2135,000367889,807798341,M,N,NOTSPEC,N,N,N,N,N,Tonganoxie High School,Tonganoxie,USA,Y,BCS,BCSCS,JU
DAILY,2135,000388589,803730740,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,Y,BCS,BCSCS,FR
DAILY,2135,000395757,844642141,M,N,ASIAN,N,Y,N,N,N,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,SR
DAILY,2135,000397505,821988698,M,N,WHITE,N,N,N,N,Y,Salina High School South,Salina,USA,,BCS,BCSCS,SR
DAILY,2135,000398264,882780668,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,Y,BCS,BCSCS,SR
DAILY,2135,000426848,800483319,M,Y,HISPANIC,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSSE,JU
DAILY,2135,000429298,859577112,M,N,MULTIRAC,N,Y,N,N,Y,Leavenworth Senior High School,Leavenworth,USA,,BCS,BCSSE,JU
DAILY,2135,000440854,805982862,M,N,MULTIRAC,Y,N,N,N,Y,Topeka High School,Topeka,USA,Y,BCS,BCSCS,SR
DAILY,2135,000468022,802353197,M,N,HAWPACI,N,N,N,Y,N,Dallas Lutheran School,Dallas,USA,,BCS,BCSSE,SR
DAILY,2135,000499511,818333640,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,BCSCS,FR
DAILY,2135,000510551,886039948,M,N,WHITE,N,N,N,N,Y,Clay Center Community Hs,Clay Center,USA,,BCS,BCSCS,SR
DAILY,2135,000577986,864327879,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,KOR,,BCS,BCSCS,SR
DAILY,2135,000576514,857329480,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,BCSSE,SR
DAILY,2135,000578214,888756769,M,N,WHITE,N,N,N,N,Y,Southeast Saline Senior Hs,Gypsum,USA,,BCS,BCSCS,SR
DAILY,2135,000585077,835257900,M,N,WHITE,N,N,N,N,Y,Dakota Ridge High School,Littleton,USA,,BCS,BCSCS,SR
DAILY,2135,000585255,828696639,M,N,MULTIRAC,Y,N,N,N,Y,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2135,000586001,842709474,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,,BCS,BCSCS,SR
DAILY,2135,000588462,887196629,M,N,WHITE,N,N,N,N,Y,Derby High School,Derby,USA,Y,BCS,BCSCS,SR
DAILY,2135,000593347,822307684,M,N,WHITE,N,N,N,N,Y,Hanover School,Hanover,USA,Y,BCS,BCSSE,SR
DAILY,2135,000594758,828409751,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2135,000598488,899082038,M,N,WHITE,N,N,N,N,Y,Pratt High School,Pratt,USA,,BCS,BCSCS,SR
DAILY,2135,000598497,809709926,M,N,WHITE,N,N,N,N,Y,Clifton-Clyde High School,Clyde,USA,,BCS,BCSSE,SR
DAILY,2135,000599443,884734066,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,SR
DAILY,2135,000599552,816011407,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSCS,SR
DAILY,2135,000599984,893493739,M,N,WHITE,N,N,N,N,Y,Columbia High School,Columbia,USA,,BCS,BCSCS,SR
DAILY,2135,000602558,820410098,F,N,WHITE,N,N,N,N,Y,Out of State High School,,USA,Y,NCS,,NU
DAILY,2135,000604511,813754516,M,N,WHITE,N,N,N,N,Y,Abilene High School,Abilene,USA,Y,BCS,BCSCS,SR
DAILY,2135,000608405,845176422,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,SR
DAILY,2135,000612291,852696190,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,SR
DAILY,2135,000614061,887451986,M,N,WHITE,N,N,N,N,Y,Field Kindley Memorial Hs,Coffeyville,USA,,BCS,BCSSE,SR
DAILY,2135,000614759,860477395,F,N,WHITE,N,N,N,N,Y,Waverly High School,Waverly,USA,Y,BCS,BCSCS,FR
DAILY,2135,000614687,827169347,M,N,WHITE,N,N,N,N,Y,Fredonia High School,Fredonia,USA,,BCS,BCSCS,FR
DAILY,2135,000615446,855637297,M,N,WHITE,N,N,N,N,Y,Douglass High School,Douglass,USA,Y,BCS,BCSSE,SR
DAILY,2135,000615800,871678491,M,N,BLACK,N,N,Y,N,N,Out-of-Country High School,,USA,Y,BCS,BCSCS,SR
DAILY,2135,000618164,827106757,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,,BCS,BCSCS,SR
DAILY,2135,000618609,862856355,M,N,WHITE,N,N,N,N,Y,Andover High School,Andover,USA,,BCS,BCSCS,SO
DAILY,2135,000619255,821607647,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,TWN,,BCS,BCSCS,SR
DAILY,2135,000620301,883101002,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2135,000622060,854457387,M,N,WHITE,N,N,N,N,Y,Central Plains High School,Claflin,USA,Y,BCS,BCSCS,SR
DAILY,2135,000622153,802093762,M,N,WHITE,N,N,N,N,Y,Emporia Senior High School,Emporia,USA,,BCS,BCSSE,JU
DAILY,2135,000626640,854162946,M,Y,HISPANIC,N,N,N,N,Y,Santa Fe Trail High School,Carbondale,USA,,BCS,BCSCS,SR
DAILY,2135,000627041,847485616,M,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,JU
DAILY,2135,000627425,863762602,F,N,WHITE,N,N,N,N,Y,Clearwater High School,Clearwater,USA,Y,BCS,BCSCS,SR
DAILY,2135,000627853,891451972,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,BCS,BCSSE,SR
DAILY,2135,000627966,817865835,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,BCS,BCSCS,JU
DAILY,2135,000628414,892752801,M,N,NOTSPEC,N,N,N,N,N,Great Bend High School,Great Bend,USA,Y,BCS,BCSSE,SR
DAILY,2135,000628568,848744599,M,N,WHITE,N,N,N,N,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,BCS,BCSCS,SR
DAILY,2135,000629107,815339535,M,N,WHITE,N,N,N,N,Y,Wichita Northwest High School,Wichita,USA,,BCS,BCSCS,SR
DAILY,2135,000629133,857712663,M,N,WHITE,N,N,N,N,Y,Piper High School,Kansas City,USA,,BCS,BCSSE,SR
DAILY,2135,000629233,812368986,M,N,WHITE,N,N,N,N,Y,Leavenworth Senior High School,Leavenworth,USA,Y,BCS,BCSCS,SR
DAILY,2135,000630189,866655927,M,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,Y,BCS,BCSCS,JU
DAILY,2135,000630193,880821765,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,BCSCS,JU
DAILY,2135,000630319,884974029,M,N,BLACK,N,N,Y,N,N,Great Bend High School,Great Bend,USA,,BCS,BCSCS,JU
DAILY,2135,000633305,862389617,M,N,MULTIRAC,Y,N,N,N,Y,Blue Valley High School,Stilwell,USA,Y,BCS,BCSCS,SR
DAILY,2135,000633598,849363328,M,N,WHITE,N,N,N,N,Y,Wellsville High School,Wellsville,USA,,BCS,BCSSE,JU
DAILY,2135,000633836,868873453,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSSE,JU
DAILY,2135,000634550,892109310,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,BCSSE,SR
DAILY,2135,000638568,898019839,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,PAK,,BCS,BCSSE,SO
DAILY,2135,000640204,817488328,M,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,BCS,BCSSE,SR
DAILY,2135,000640419,893110873,M,N,WHITE,N,N,N,N,Y,Council Grove High School,Council Grove,USA,,BCS,BCSCS,JU
DAILY,2135,000640784,879989150,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,JU
DAILY,2135,000640861,826074272,M,N,WHITE,N,N,N,N,Y,Cimarron High School,Cimarron,USA,,BCS,BCSSE,SR
DAILY,2135,000641210,886495285,M,N,WHITE,N,N,N,N,Y,Derby High School,Derby,USA,Y,BCS,BCSCS,FR
DAILY,2135,000641711,806815477,M,N,MULTIRAC,Y,N,N,N,Y,Wichita Hs South,Wichita,USA,Y,BCS,BCSSE,JU
DAILY,2135,000641732,821929002,M,N,WHITE,N,N,N,N,Y,Burlington High School,Burlington,USA,Y,BCS,BCSCS,SR
DAILY,2135,000641738,813574699,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSSE,JU
DAILY,2135,000642343,869942235,M,N,WHITE,N,N,N,N,Y,Northeast Magnet School,Wichita,USA,,BCS,BCSSE,SO
DAILY,2135,000643693,857783964,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,BCSCS,SO
DAILY,2135,000642583,859724596,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSSE,SR
DAILY,2135,000644482,802076997,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,BCSCS,JU
DAILY,2135,000646189,802255784,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,BCSSE,JU
DAILY,2135,000648524,869106065,M,N,WHITE,N,N,N,N,Y,Oxford High School,Oxford,USA,Y,BCS,BCSCS,SR
DAILY,2135,000648059,861478512,M,N,WHITE,N,N,N,N,Y,Hesston High School,Hesston,USA,,BCS,BCSCS,SR
DAILY,2135,000649860,842556868,M,N,WHITE,N,N,N,N,Y,Baldwin High School,Baldwin,USA,,BCS,BCSCS,JU
DAILY,2135,000650625,867308156,M,N,WHITE,N,N,N,N,Y,Ulysses High School,Ulysses,USA,Y,BCS,BCSCS,JU
DAILY,2135,000649512,895493440,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,Y,BCS,BCSCS,JU
DAILY,2135,000650169,863889937,M,N,WHITE,N,N,N,N,Y,Lyndon High School,Lyndon,USA,Y,BCS,BCSCS,SR
DAILY,2135,000650697,861818567,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSCS,JU
DAILY,2135,000651403,815354317,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,BCSCS,SR
DAILY,2135,000654633,804641785,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,BCSCS,JU
DAILY,2135,000655273,816342840,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,BCSCS,SO
DAILY,2135,000655989,839263147,M,N,WHITE,N,N,N,N,Y,Logan View Public School,Hooper,USA,,BCS,BCSCS,SO
DAILY,2135,000656169,876986872,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SO
DAILY,2135,000656665,817310055,M,N,AMERIND,Y,N,N,N,N,GED-HS Equivalent,,USA,Y,BCS,BCSCS,JU
DAILY,2135,000658359,879566716,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,Y,BCS,BCSCS,SR
DAILY,2135,000655838,897223347,M,N,WHITE,N,N,N,N,Y,Great Bend High School,Great Bend,USA,Y,BCS,BCSCS,JU
DAILY,2135,000659902,808974691,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,BCSCS,SO
DAILY,2135,000660411,810144695,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,BCSCS,FR
DAILY,2135,000660885,874314722,M,N,WHITE,N,N,N,N,Y,Bethel Park Senior High School,Bethel Park,USA,Y,BCS,BCSCS,SO
DAILY,2135,000661374,857038707,M,N,WHITE,N,N,N,N,Y,Lincoln High School,Portland,USA,,BCS,BCSCS,SR
DAILY,2135,000661424,825816974,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,Y,BCS,BCSCS,SO
DAILY,2135,000660511,833702623,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,SO
DAILY,2135,000660827,832654860,F,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,JU
DAILY,2135,000664252,851489277,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSSE,JU
DAILY,2135,000664901,863970212,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSSE,SR
DAILY,2135,000665227,872783109,M,N,BLACK,N,N,Y,N,N,Out-of-Country High School,,USA,,BCS,BCSSE,SR
DAILY,2135,000665690,862521994,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,BCSCS,JU
DAILY,2135,000664380,898788919,M,N,WHITE,N,N,N,N,Y,Cair Paravel-Latin School,Topeka,USA,,BCS,BCSSE,JU
DAILY,2135,000665128,884084526,M,N,WHITE,N,N,N,N,Y,Wichita Hs Southeast,Wichita,USA,Y,BCS,BCSCS,SO
DAILY,2135,000665871,842016961,M,N,ASIAN,N,Y,N,N,N,Blue Valley Northwest Hs,Overland Park,USA,,BCS,BCSSE,JU
DAILY,2135,000667032,879671914,M,N,WHITE,N,N,N,N,Y,Trinity Catholic High School,Hutchinson,USA,Y,BCS,BCSSE,JU
